index,review_text,review_rating,review_title
454,It is really a good one by apple. Easy to use and very fast processor. I just love it... and big advantage is it supports dual sim but now the price has been dropped to 54990 by apple in india,4.0 out of 5 stars,WoW
455,Ya really super phone/they’re confusing to(AirPods &Earpods) this phone with EarPods with lightening connector only not for Bluetooth AirPod ur clearly understand then u will pay,5.0 out of 5 stars,Good
456,"I switched from Android to iOS through this and so far it's been amazing, the battery goes 1.5 day with heavy use, camera's awesome and the new iOS 13 gives all the features that you need.",5.0 out of 5 stars,Great one
457,"They gave me a faulty phone which i came to knew after one month,",1.0 out of 5 stars,Freezing and Heating problem
458,The product is excellent.,5.0 out of 5 stars,Excellent mobile from apple
459,Nice phone. Worth buying for the price. Only regret is the price went down by 3000 rupees within one day.,5.0 out of 5 stars,Nice product by Apple
460,I have not yet opened as the outer cover seems damaged,3.0 out of 5 stars,Cover damaged
461,After using it for 6 days properly . The phone started to hang it automatically restarts and gets stuck on apple log had to format my phone 2 time. Apple service center could not detect the problem . THEY Said it should be sent to bangalore for repair due to some motherboard issue . So i dnt want all that headache i want my phone replaced by a new sealed pack same iphone,1.0 out of 5 stars,Defective product
462,No lesser than iPhone XS Max,5.0 out of 5 stars,Worth it!
463,"At Rs 35,000 (big billion sale + exchange offer), its a steal. For phone review, go to google - there are plenty of XR reviews. As good as it gets",5.0 out of 5 stars,Best in class iPhone
464,"What a phone . Display is not a concern ,it's brilliant even it's 720p.build is excellent .",5.0 out of 5 stars,Excellent product
465,"It's a very pretty and good looking mobile. Performance wise, it is super smooth. Camera is as good as iPhone XS, portrait mode is also good enough.  And the best part is, being an iphone it has a long lasting battery. Though it has LCD, but you would hardly be able to find any difference between this and OLED. Size is perfect, infact everything is perfect and cool!",5.0 out of 5 stars,Go For It!
466,The phone is definitely not performing per iPhone standards - frequent Call drops ( the issue is not with network provider ) and battery life is worse than iPhone 8.,2.0 out of 5 stars,Not upto the Mark IPhone XR
467,"Back glass of Iphone got broken after one month of buying without any prior incident. Disappointed with the service provided by Amazon. If something happens to our product, Amazon will be saying to contact Manufacturer.",1.0 out of 5 stars,Product was damaged.
468,"Face ID is very very slow. There seems to be a problem with the microphone. There is an issue with the sensors. Microphone issues, touch issues. I’ve been trying to raise a complaint but the amazon support team is always redirecting me to the apple website. I’ve been unable to return this item since I’ve discovered the problems. I really need assistance on this matter.",1.0 out of 5 stars,Refurbished or defected
469,Great phone = great battery life + great camera especially in low light + great security and face recognition. Very happy and bought it at the right time before the prices went up again.,5.0 out of 5 stars,Great phone !
470,Like the luk and fallen in love on firstsight. Feel great when unlookers give an appreciative glance. Invaluable asset.,5.0 out of 5 stars,iPhone is the best
471,"In portrait Camera - while taking a photo of a substance or anything (other than people)it always says ‘person not detected’. portrait function is only for people , not for the object.",5.0 out of 5 stars,"Quality and all are good. But, portrait function is only for people , not for the object."
472,"What to say it’s Apple amazing man but when you’re buying this mobile better you should buy a CaseAlong with it because the backside of mobile is slippery and made of plastic plus glass,,Worth to buy it",5.0 out of 5 stars,What the
473,This is the best product from apple till date.,5.0 out of 5 stars,Best iPhone ever created XR
474,I just love it.it has got all I want.good camera decent battery life good sound etc etc.and the display do not give me any problems.if there is something to complain about it is the price.,4.0 out of 5 stars,Good job by apple
475,"Superb smartphone. Certain features of Apple makes it completely class apart. Great battery backup, extraordinary camera quality, support of dual sim etc segregate it from the other brands.",5.0 out of 5 stars,Best iPhone ever.
476,Best value for money in iphone . I am extremely satisfied with the purchase with no worry for storage for this 256 GB model. Wireless charging is just wow.,5.0 out of 5 stars,Best iphone with value for money
477,"Its a perfect phone, though a bit heavy coz of the metal body. I got this in red colour which is my favourite and its such a settled red, basically its a mixture of red and maroon. Camera quality is also good not the best as compare to other apple phones. Overall i love my phone as its a gift from my darling husband.",5.0 out of 5 stars,A good buy.
478,Timely delivered. Gr8 deal from amazon. Few months back I ordered one plus mobile from same seller. They delivered original product.,5.0 out of 5 stars,Excellent deal n phone..
479,Simply love XR! Battery life is great and I’m not really missing the telephoto lens! Do buy product red as it support AIDS Research.,4.0 out of 5 stars,Great phone
480,The product is working fine. Just as expected from apple product. However there were two scratch marks on the sides of the phone just after unboxing which is very strange,4.0 out of 5 stars,Good phone  but scratches on side after unboxing
481,It’s always a charm to use iPhone. Ease of use and fast response are key.,5.0 out of 5 stars,iPhone with best battery till date
482,This phone is hanging n seller is not returning or changing this phone I tried many times but,1.0 out of 5 stars,Worst seller of this amazon
483,"I have been an apple patron for a while.. I Started using the Iphone 3, 5, 6, 7 and now i bought the XR.. I honestly feel that its terrible.. Just a hype build around it.. The Face ID never works, the camera gets stuck on its portrait mode.. My honest feedback is not to but the iPhones anymore. Just will have to say that Apple lost itself a good customer..",1.0 out of 5 stars,Not Worth It Anymore
484,"Excellent phone I am happy I suggest u all to buy with amazon, because maintaining genuine sellers with good quality products and the biggest most important  thing is  customers support I am very much happy with amazon and their customers support. Hats off",5.0 out of 5 stars,Thank full to amazon
